"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 15:10:16 MSK 2024","Wed Jan 17 15:10:30 MSK 2024","14416","","BookRoomTest","","BookRoomTest","bookRoom","bookRoom()",""
